id,key,value,type
253288735,wheelchair,limited,regular
253288735,wikipedia,zh:炮台山站,regular
253288836,name,北角 North Point,regular
253288836,en,North Point,name
253288836,zh,北角,name
253288836,note,ISL down,regular
253288836,public_transport,stop_position,regular
253288836,railway,stop,regular
253288836,ref,NOP,regular
253288836,subway,yes,regular
253288849,name,西灣河 Sai Wan Ho,regular
253288849,en,Sai Wan Ho,name
253288849,zh,西灣河,name
253288849,public_transport,stop_position,regular
253288849,railway,stop,regular
253288849,ref,SWH,regular
253288849,subway,yes,regular
253288859,name,杏花邨 Heng Fa Chuen,regular
253288859,en,Heng Fa Chuen,name
253288859,zh,杏花邨,name
253288859,public_transport,stop_position,regular
253288859,railway,stop,regular
253288859,ref,HFC,regular
253288859,subway,yes,regular
253288867,name,柴灣 Chai Wan,regular
253288867,en,Chai Wan,name
253288867,zh,柴灣,name
253288867,public_transport,stop_position,regular
253288867,railway,stop,regular
253288867,ref,CHW,regular
253288867,subway,yes,regular
253288941,name,軒尼詩道 Hennessy Road,regular
253288941,en,Hennessy Road,name
253288941,zh,軒尼詩道,name
253288941,railway,subway_entrance,regular
253288941,ref,A4,regular
253288941,wheelchair,yes,regular
253289096,name,維多利亞公園 Victoria Park,regular
253289096,en,Victoria Park,name
253289096,zh,維多利亞公園,name
253289096,railway,subway_entrance,regular
253289096,ref,E,regular
253289096,wheelchair,no,regular
253289170,name,Fortress Hill MTR,regular
253289170,en,Fortress Hill MTR,name
253289170,railway,subway_entrance,regular
253289239,highway,elevator,regular
253289239,railway,subway_entrance,regular
253289239,ref,B1,regular
253289407,railway,subway_entrance,regular
253289407,ref,A,regular
253289413,name,Shau Kei Wan MTR,regular
253289413,en,Shau Kei Wan MTR,name
253289413,railway,subway_entrance,regular
253289508,name,Chai Wan MTR,regular
253289508,en,Chai Wan MTR,name
253289508,railway,subway_entrance,regular
253289508,ref,A,regular
253290581,attraction,yes,regular
253290581,name,香港仔 Aberdeen,regular
253290581,en,Aberdeen,name
253290581,vi,Aberdeen,name
253290581,zh,香港仔,name
253290581,place,suburb,regular
253290812,crossing,traffic_signals,regular
253290812,highway,crossing,regular
253311597,crossing,traffic_signals,regular
253311597,highway,crossing,regular
253311607,highway,mini_roundabout,regular
253311687,highway,bus_stop,regular
253311687,name,舊薄扶林狗房 Old Pok Fu Lam Kennels,regular
253311687,en,Old Pok Fu Lam Kennels,name
253311687,zh,舊薄扶林狗房,name
253311687,note,"Buses stop here: 43M, 73, 73P, 107P, 970 (NWFB), 971 (NWFB)",regular
253311687,operator,CTB,regular
253311687,ctb,2329A,ref
253311687,hkbus,舊薄扶林狗房,ref
253311811,alt_name,數碼港巴士總站 Cyberport Bus Terminus,regular
253311811,en,Cyberport Bus Terminus,alt_name
253311811,zh,數碼港巴士總站,alt_name
253311811,amenity,bus_station,regular
253311811,name,數碼港 Cyberport,regular
253311811,en,Cyberport,name
253311811,zh,數碼港,name
253311811,ref,CYB,regular
253311890,direction,clockwise,regular
253311890,highway,mini_roundabout,regular
253331259,highway,traffic_signals,regular
253331705,crossing,traffic_signals,regular
253331705,highway,crossing,regular
253332980,psv,no,regular
253333456,highway,motorway_junction,regular
253333456,ref,12D,regular
255829197,name,炮台山 Fortress Hill,regular
255829197,en,Fortress Hill,name
255829197,vi,Đồi Pháo đài,name
255829197,zh,炮台山,name
255829197,zh_pinyin,Pàotái shān,name
255829197,place,neighbourhood,regular
255829225,name,北角 North Point,regular
255829225,en,North Point,name
255829225,vi,Bắc Giác,name
255829225,zh,北角,name
255829225,place,suburb,regular
255829293,name,銅鑼灣 Causeway Bay,regular
255829293,de,Causeway Bay,name
255829293,en,Causeway Bay,name
255829293,es,Causeway Bay,name
255829293,fi,Causeway Bay,name
255829293,fr,Causeway Bay,name
255829293,ja,銅鑼湾,name
255829293,ko,통루오완,name
255829293,nl,Causeway Bay,name
255829293,ru,Козуэй-Бей,name
255829293,sv,Causeway Bay,name
255829293,ta,கவுசவே குடா,name
255829293,vi,Vịnh Đồng La,name
255829293,zh,銅鑼灣,name
255829293,zh_pinyin,Tóngluó wān,name
255829293,place,suburb,regular
255829293,wikidata,Q564732,regular
255829293,wikipedia,en:Causeway Bay,regular
256011359,created_by,JOSM,regular
256011498,created_by,JOSM,regular
256011501,created_by,JOSM,regular
256011508,created_by,JOSM,regular
256011518,created_by,JOSM,regular
256011533,created_by,JOSM,regular
256011556,created_by,JOSM,regular
256011558,created_by,JOSM,regular
256011562,created_by,JOSM,regular
256011564,created_by,JOSM,regular
256011572,created_by,JOSM,regular
256011607,created_by,JOSM,regular
256011616,created_by,JOSM,regular
256011617,created_by,JOSM,regular
256011618,created_by,JOSM,regular
256011619,created_by,JOSM,regular
256011620,created_by,JOSM,regular
256011621,created_by,JOSM,regular
256011623,created_by,JOSM,regular
256011624,created_by,JOSM,regular
256011625,created_by,JOSM,regular
256011626,created_by,JOSM,regular
256011627,created_by,JOSM,regular
256011676,created_by,JOSM,regular
256011679,created_by,JOSM,regular
256011692,created_by,JOSM,regular
256011696,created_by,JOSM,regular
256011715,created_by,JOSM,regular
256011763,created_by,JOSM,regular
256011776,created_by,JOSM,regular
256011792,created_by,JOSM,regular
256011796,created_by,JOSM,regular
256012123,created_by,JOSM,regular
256012127,created_by,JOSM,regular
256012129,created_by,JOSM,regular
256012130,created_by,JOSM,regular
256012132,created_by,JOSM,regular
256012135,created_by,JOSM,regular
256012138,created_by,JOSM,regular
256012143,created_by,JOSM,regular
256012145,created_by,JOSM,regular
256012147,created_by,JOSM,regular
256012148,created_by,JOSM,regular
256012743,barrier,gate,regular
256012743,created_by,JOSM,regular
256012743,foot,yes,regular
256012743,motorcar,no,regular
256012754,created_by,JOSM,regular
256012756,created_by,JOSM,regular
256012758,created_by,JOSM,regular
256012768,created_by,JOSM,regular
256012781,created_by,JOSM,regular
256012807,created_by,JOSM,regular
256012828,created_by,JOSM,regular
256012842,created_by,JOSM,regular
256012844,created_by,JOSM,regular
256012859,created_by,JOSM,regular
256012861,created_by,JOSM,regular
256012955,created_by,JOSM,regular
256012972,created_by,JOSM,regular
256012987,created_by,JOSM,regular
256012988,created_by,JOSM,regular
256012990,created_by,JOSM,regular
256012991,created_by,JOSM,regular
256013023,created_by,JOSM,regular
256013026,created_by,JOSM,regular
256013028,created_by,JOSM,regular
256013029,created_by,JOSM,regular
256013058,created_by,JOSM,regular
256013076,created_by,JOSM,regular
256013089,created_by,JOSM,regular
256013092,created_by,JOSM,regular
256013099,created_by,JOSM,regular
256013100,created_by,JOSM,regular
256013101,created_by,JOSM,regular
256013121,created_by,JOSM,regular
256013123,created_by,JOSM,regular
256013124,created_by,JOSM,regular
256013127,created_by,JOSM,regular
256013128,created_by,JOSM,regular
256013131,created_by,JOSM,regular
256013133,created_by,JOSM,regular
256013134,created_by,JOSM,regular
256013137,created_by,JOSM,regular
256013138,created_by,JOSM,regular
256013139,created_by,JOSM,regular
256013144,created_by,JOSM,regular
256013145,created_by,JOSM,regular
256013146,created_by,JOSM,regular
256013147,created_by,JOSM,regular
256013150,created_by,JOSM,regular
256013152,created_by,JOSM,regular
256013154,created_by,JOSM,regular
256013155,created_by,JOSM,regular
256013157,created_by,JOSM,regular
256013158,created_by,JOSM,regular
256013159,created_by,JOSM,regular
256013163,created_by,JOSM,regular
256013164,created_by,JOSM,regular
256013165,created_by,JOSM,regular
256013167,created_by,JOSM,regular
256013168,created_by,JOSM,regular
256013171,created_by,JOSM,regular
256013177,created_by,JOSM,regular
256013180,created_by,JOSM,regular
256013185,created_by,JOSM,regular
256014116,created_by,JOSM,regular
256014131,created_by,JOSM,regular
256014155,created_by,JOSM,regular
256014160,created_by,JOSM,regular
256014173,created_by,JOSM,regular
256014174,created_by,JOSM,regular
256014175,created_by,JOSM,regular
256014181,created_by,JOSM,regular
256014184,created_by,JOSM,regular
256014354,created_by,JOSM,regular
256014408,created_by,JOSM,regular
256014472,created_by,JOSM,regular
256014542,created_by,JOSM,regular
256014567,created_by,JOSM,regular
256014596,created_by,JOSM,regular
256014618,created_by,JOSM,regular
256014622,created_by,JOSM,regular
256014657,created_by,JOSM,regular
256014660,created_by,JOSM,regular
256014698,created_by,JOSM,regular
256014769,created_by,JOSM,regular
256014905,created_by,JOSM,regular
256014907,created_by,JOSM,regular
256014955,created_by,JOSM,regular
256014956,created_by,JOSM,regular
256017558,created_by,JOSM,regular
256089131,highway,bus_stop,regular
256089131,name,香港仔海濱公園 Aberdeen Promenade,regular
256089131,en,Aberdeen Promenade,name
256089131,zh,香港仔海濱公園,name
256089131,public_transport,platform,regular
256089131,ctb,2161A,ref
256089158,amenity,shelter,regular
256089158,name,Pavilion,regular
256089158,en,Pavilion,name
256089159,amenity,shelter,regular
256089161,amenity,telephone,regular
256089162,city,"Kennedy Town, Central and Western",addr
256089162,housenumber,78A,addr
256089162,street,薄扶林道 Pok Fu Lam Road,addr
256089162,amenity,fuel,regular
256089162,brand,sinopec,regular
256089162,name,Sinopec,regular
256089165,amenity,toilets,regular
256089165,created_by,Potlatch 0.8a,regular
256089166,access,yes,regular
256089166,city,"Sai Wan, Central and Western, Hong Kong Island",addr
256089166,housenumber,56,addr
256089166,street,旭龢道 Kotewall Road,addr
256089166,amenity,toilets,regular
256089166,fee,no,regular
256089166,name,旭龢道公廁 Kotewall Road Public Toilet,regular
256089166,en,Kotewall Road Public Toilet,name
256089166,zh,旭龢道公廁,name
256089166,opening_hours,24/7,regular
256089166,operator,FEHD,regular
256089166,disposal,flush,toilets
256089180,amenity,toilets,regular
256089180,created_by,Potlatch 0.8a,regular
256089181,amenity,toilets,regular
256089181,created_by,Potlatch 0.8a,regular
256096674,created_by,JOSM,regular
256096680,created_by,JOSM,regular
256096681,created_by,JOSM,regular
256096689,created_by,JOSM,regular
256096692,created_by,JOSM,regular
256096694,created_by,JOSM,regular
256096701,created_by,JOSM,regular
256096713,created_by,JOSM,regular
256096719,created_by,JOSM,regular
256096722,created_by,JOSM,regular
256096725,created_by,JOSM,regular
256361587,amenity,toilets,regular
256361587,wheelchair,yes,regular
256361671,amenity,bus_station,regular
256361671,name,香港仔 Aberdeen,regular
256361671,en,Aberdeen,name
256361671,zh,香港仔,name
257006535,railway,crossing,regular
257006964,amenity,toilets,regular
257006979,leaf_type,broadleaved,regular
257006979,natural,tree,regular
257006979,ref,ARCHSD/E/003,regular
257006979,species,Ficus benjamina,regular
257006980,leaf_type,broadleaved,regular
257006980,natural,tree,regular
257006980,ref,ARCHSD/E/002,regular
257006980,species,Litsea monopetala,regular
257006981,leaf_type,broadleaved,regular
257006981,natural,tree,regular
257006981,ref,ARCHSD/E/009,regular
257006981,species,Ficus elastica,regular
257006982,leaf_type,broadleaved,regular
257006982,natural,tree,regular
257006982,ref,LCSD/E/002,regular
257006982,species,Ficus microcarpa,regular
257006983,leaf_type,broadleaved,regular
257006983,natural,tree,regular
257006983,ref,LCSD/E/003,regular
257006983,species,Celtis sinensis,regular
257006984,leaf_type,needleleaved,regular
257006984,natural,tree,regular
257006984,ref,LCSD/E/004,regular
257006984,species,Casuarina equisetifolia,regular
257006985,leaf_type,broadleaved,regular
257006985,natural,tree,regular
257006985,ref,LCSD/E/005,regular
257006985,species,Scolopia saeva,regular
257006986,leaf_type,broadleaved,regular
257006986,natural,tree,regular
257006986,ref,LCSD/S/030,regular
257006986,species,Ficus elastica,regular
257006989,leaf_type,broadleaved,regular
257006989,natural,tree,regular
257006989,ref,LCSD/S/031,regular
257006989,species,Ficus elastica,regular
257012617,information,guidepost,regular
257012617,name,H055 / W011,regular
257012617,tourism,information,regular
257012621,information,guidepost,regular
257012621,name,H057 / W013,regular
257012621,tourism,information,regular
257012625,information,guidepost,regular
257012625,name,H063,regular
257012625,tourism,information,regular
257171697,created_by,JOSM,regular
257171701,created_by,JOSM,regular
257171702,created_by,JOSM,regular
257171704,created_by,JOSM,regular
257171705,created_by,JOSM,regular
257171706,created_by,JOSM,regular
257171707,created_by,JOSM,regular
257171708,created_by,JOSM,regular
257171709,created_by,JOSM,regular
257171714,created_by,JOSM,regular
257171715,created_by,JOSM,regular
257171717,created_by,JOSM,regular
257171722,created_by,JOSM,regular
257171723,created_by,JOSM,regular
257171725,created_by,JOSM,regular
257171726,created_by,JOSM,regular
257346557,amenity,shelter,regular
257346557,name,九號涼亭 Pavilion 9,regular
257346557,en,Pavilion 9,name
257346557,zh,九號涼亭,name
257346687,amenity,toilets,regular
257508649,leaf_type,broadleaved,regular
257508649,natural,tree,regular
257508649,ref,LCSD/KT/001,regular
257508649,species,Ficus elastica,regular
259968973,information,guidepost,regular
259968973,name,H065,regular
259968973,en,H065,name
259968973,tourism,information,regular
259968975,amenity,telephone,regular
259968978,amenity,fuel,regular
259968978,brand,caltex,regular
259968978,name,Ps2,regular
259968978,en,Ps2,name
260137519,power,tower,regular
261738997,highway,motorway_junction,regular
261738997,ref,2,regular
262119858,name,中環 Central,regular
262119858,en,Central,name
262119858,zh,中環,name
262119858,public_transport,stop_position,regular
262119858,railway,stop,regular
262119858,ref,CEN,regular
262119858,subway,yes,regular
262119860,note,TWL up,regular
262119861,note,TWL up,regular
262119864,note,TWL up,regular
262119931,street,彌敦道 Nathan Road,addr
262119931,name,尖沙咀 Tsim Sha Tsui,regular
262119931,en,Tsim Sha Tsui,name
262119931,zh,尖沙咀,name
262119931,network,MTR,regular
262119931,operator,香港鐵路有限公司 MTR Corporation,regular
262119931,platforms,2,regular
262119931,railway,station,regular
262119931,ref,TST,regular
262119931,start_date,1979-12-16,regular
262119931,station,subway,regular
262119931,wheelchair,limited,regular
262119931,wikipedia,zh:尖沙咀站,regular
262119934,name,佐敦 Jordan,regular
262119934,en,Jordan,name
262119934,zh,佐敦,name
262119934,public_transport,stop_position,regular
262119934,railway,stop,regular
262119934,ref,JOR,regular
262119934,subway,yes,regular
262146160,note,WRL up,regular
262146161,name,柯士甸 Austin,regular
262146161,en,Austin,name
262146161,zh,柯士甸,name
262146161,public_transport,stop_position,regular
262146161,railway,stop,regular
262146161,ref,AUS,regular
262146161,subway,yes,regular
262146168,name,南昌 Nam Cheong,regular
262146168,en,Nam Cheong,name
262146168,zh,南昌,name
262146168,public_transport,stop_position,regular
262146168,railway,stop,regular
262146168,ref,NAC,regular
262146168,subway,yes,regular
262147477,crossing,uncontrolled,regular
262147477,highway,crossing,regular
262761250,name,寶琳 Po Lam,regular
262761250,en,Po Lam,name
262761250,zh,寶琳,name
262761250,network,MTR,regular
262761250,operator,香港鐵路有限公司 MTR Corporation,regular
262761250,public_transport,stop_position,regular
262761250,railway,stop,regular
262761250,ref,POA,regular
262761250,subway,yes,regular
271052928,crossing,traffic_signals,regular
271052928,highway,crossing,regular
271052935,highway,traffic_signals,regular
274240916,crossing,traffic_signals,regular
274240916,highway,crossing,regular
274242065,highway,motorway_junction,regular
274242065,ref,9D,regular
274243016,highway,motorway_junction,regular
274243016,ref,7C,regular
274244483,highway,motorway_junction,regular
274244483,ref,5C,regular
274244654,crossing,traffic_signals,regular
274244654,highway,crossing,regular
274244742,crossing,traffic_signals,regular
274244742,highway,crossing,regular
